exmaID,questionID,question,response,tsStamp,pulse,skin_conductivity,respiration_belt,blood_pressure,ML_Prediction,ML_Accuracy,actual_ans,i
7,4,"Is today Friday?",,172.35577,,0,23.259445190429688,,null,null,false,648
7,4,"Is today Friday?",,172.355846,,0,22.697345733642578,,null,null,false,649
7,4,"Is today Friday?",,173.002504,,0,9.145622253417969,,null,null,false,650
7,4,"Is today Friday?",,173.998112,,0,6.726043701171875,,null,null,false,651
7,4,"Is today Friday?",,174.988757,,0,12.720069885253906,,null,null,false,652
7,4,"Is today Friday?",,175.990233,,0,9.577423095703125,,null,null,false,653
7,4,"Is today Friday?",,176.995054,,0,12.237174987792969,,null,null,false,654
7,4,"Is today Friday?",,177.981581,,0,10.693954467773438,,null,null,false,655
7,4,"Is today Friday?",,178.979834,,0,7.737823486328125,,null,null,false,656
7,4,"Is today Friday?",,179.979744,,0,11.818153381347656,,null,null,false,657
7,4,"Is today Friday?",,180.996285,,0,10.346473693847656,,null,null,false,658
7,4,"Is today Friday?",,181.997627,,0,10.987777709960938,,null,null,false,659
7,4,"Is today Friday?",,182.992626,,0,11.549880981445312,,null,null,false,660
7,4,"Is today Friday?",,183.989906,,0,12.239730834960938,,null,null,false,661
7,4,"Is today Friday?",,184.985999,,0,10.047538757324219,,null,null,false,662
7,4,"Is today Friday?",,185.991555,,0,10.624969482421875,,null,null,false,663
7,4,"Is today Friday?",,186.983294,,0,12.362373352050781,,null,null,false,664
7,4,"Is today Friday?",,187.986793,,0,7.758262634277344,,null,null,false,665
7,4,"Is today Friday?",,188.976677,,0,12.773727416992188,,null,null,false,666
7,4,"Is today Friday?",,189.975156,,0,8.836471557617188,,null,null,false,667
7,4,"Is today Friday?",,190.976166,,0,10.796157836914062,,null,null,false,668
7,4,"Is today Friday?",,191.99338,,0,11.258613586425781,,null,null,false,669
7,4,"Is today Friday?",,192.989521,,0,8.018867492675781,,null,null,false,670
7,4,"Is today Friday?",,193.996561,,0,13.97457504272461,,null,null,false,671
7,4,"Is today Friday?",,194.995825,,0,8.70361328125,,null,null,false,672
7,4,"Is today Friday?",,195.981438,,0,12.847820281982422,,null,null,false,673
7,4,"Is today Friday?",,196.986594,,0,11.233062744140625,,null,null,false,674
7,4,"Is today Friday?",,197.997798,,0,8.767486572265625,,null,null,false,675
7,4,"Is today Friday?",,198.982205,,0,13.570884704589844,,null,null,false,676
7,4,"Is today Friday?",,199.990114,,0,16.386497497558594,,null,null,false,677
7,4,"Is today Friday?",,201.027488,,0,17.89905548095703,,null,null,false,678
7,4,"Is today Friday?",,201.989337,,0,10.681182861328125,,null,null,false,679
7,4,"Is today Friday?",,202.995801,,0,12.451797485351562,,null,null,false,680
7,4,"Is today Friday?",,204.032647,,0,12.362373352050781,,null,null,false,681
7,4,"Is today Friday?",,204.989423,,0,8.305030822753906,,null,null,false,682
7,4,"Is today Friday?",,205.991127,,0,7.081184387207031,,null,null,false,683
7,4,"Is today Friday?",,206.993151,,0,9.830368041992188,,null,null,false,684
7,4,"Is today Friday?",,207.980971,,0,6.4730987548828125,,null,null,false,685
7,4,"Is today Friday?",,208.97849,,0,6.409217834472656,,null,null,false,686
7,4,"Is today Friday?",,209.980035,,0,5.903327941894531,,null,null,false,687
7,4,"Is today Friday?",,227.855116,,0,17.528579711914062,,null,null,false,688
7,4,"Is today Friday?",,227.855205,,0,13.093101501464844,,null,null,false,689
7,4,"Is today Friday?",,227.855274,,0,10.668403625488281,,null,null,false,690
7,4,"Is today Friday?",,227.855346,,0,9.260597229003906,,null,null,false,691
7,4,"Is today Friday?",,227.855413,,0,7.972877502441406,,null,null,false,692
7,4,"Is today Friday?",,227.855477,,0,8.828804016113281,,null,null,false,693
7,4,"Is today Friday?",,227.855546,,0,12.674079895019531,,null,null,false,694
7,4,"Is today Friday?",,227.855608,,0,14.260734558105469,,null,null,false,695
7,4,"Is today Friday?",,227.855671,,0,14.935256958007812,,null,null,false,696
7,4,"Is today Friday?",,227.855738,,0,16.07733917236328,,null,null,false,697
7,4,"Is today Friday?",,227.855801,,0,15.114105224609375,,null,null,false,698
7,4,"Is today Friday?",,227.855898,,0,7.303474426269531,,null,null,false,699
7,4,"Is today Friday?",,227.855968,,0,10.372024536132812,,null,null,false,700
7,4,"Is today Friday?",,227.856046,,0,10.957122802734375,,null,null,false,701
7,4,"Is today Friday?",,227.856108,,0,16.53213119506836,,null,null,false,702
7,4,"Is today Friday?",,227.85617,,0,16.33795166015625,,null,null,false,703
7,4,"Is today Friday?",,227.85623,,0,14.477909088134766,,null,null,false,704
7,4,"Is today Friday?",,227.977652,,0,6.884452819824219,,null,null,true,705
7,5,"is the number 2?",,229.004404,,0,16.491249084472656,,null,null,false,706
7,5,"is the number 2?",,229.996218,,0,9.608078002929688,,null,null,false,707
7,5,"is the number 2?",,231.020226,,0,11.623977661132812,,null,null,false,708
7,5,"is the number 2?",,231.988,,0,12.43646240234375,,null,null,false,709
7,5,"is the number 2?",,232.989527,,0,11.141082763671875,,null,null,false,710
7,5,"is the number 2?",,234.023833,,0,14.633766174316406,,null,null,false,711
7,5,"is the number 2?",,234.981301,,0,11.394027709960938,,null,null,false,712
7,5,"is the number 2?",,235.984322,,0,15.507575988769531,,null,null,false,713
7,5,"is the number 2?",,236.980539,,0,12.048103332519531,,null,null,false,714
7,5,"is the number 2?",,238.000404,,0,14.953140258789062,,null,null,false,715
7,5,"is the number 2?",,238.992943,,0,14.12021255493164,,null,null,false,716
7,5,"is the number 2?",,239.991718,,0,15.658321380615234,,null,null,false,717
7,5,"is the number 2?",,240.990558,,0,19.161224365234375,,null,null,false,718
7,5,"is the number 2?",,241.996411,,0,17.05335235595703,,null,null,false,719
7,5,"is the number 2?",,242.991442,,0,19.56747055053711,,null,null,false,720
7,5,"is the number 2?",,243.984112,,0,13.192745208740234,,null,null,false,721
7,5,"is the number 2?",,244.98775,,0,10.343917846679688,,null,null,false,722
7,5,"is the number 2?",,245.977181,,0,7.5257568359375,,null,null,false,723
7,5,"is the number 2?",,246.972927,,0,14.85605239868164,,null,null,false,724
7,5,"is the number 2?",,247.995179,,0,19.909839630126953,,null,null,false,725
7,5,"is the number 2?",,248.999779,,0,20.167896270751953,,null,null,false,726
7,5,"is the number 2?",,250.013018,,0,20.081024169921875,,null,null,false,727
7,5,"is the number 2?",,250.991871,,0,16.016021728515625,,null,null,false,728
7,5,"is the number 2?",,251.985236,,0,18.427940368652344,,null,null,false,729
7,5,"is the number 2?",,253.021884,,0,15.507575988769531,,null,null,false,730
