
1,1,41.752249,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.752381,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.752499,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.752613,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.752726,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.752843,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.752956,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.753522,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.753662,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.753784,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.7539,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.754014,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.754129,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.754246,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.75436,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.754482,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.754595,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.754714,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.754832,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.754956,0 ,20235.756385068762,-6.281463623046875,0 
1,1,41.755066,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.755191,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.755303,0 ,20235.756385068762,-6.281463623046875,0 
1,1,41.755424,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.755544,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.755657,0 ,20235.756385068762,-6.281463623046875,0 
1,1,41.75577,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.75588,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.755991,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.756101,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.75622,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.756319,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.756418,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.756518,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.756917,0 ,20235.756385068762,-6.278907775878906,0 
1,1,41.757012,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.757104,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.757195,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.757286,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.757381,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.757502,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,41.760983,0 ,20235.756385068762,-6.2763519287109375,0 
1,1,42.441469,0 ,20314.96062992126,-6.278907775878906,0 
1,1,43.443624,0 ,20235.756385068762,-6.278907775878906,0 
